inventory_number,string
#2002.041,
#2004.080,
#2004.082,
#2004.083,
#2004.088a,
#2004.088b,
#2004.088c,
#2004.088d,
#2006.011,
#2006.014,
#2007.002,
#2007.003,
#2007.004,
#2007.012,
#2007.013,
#2007.021,
#2007.022,
#2007.023,
#2007.024,
#2007.039,
#2007.050,
#2007.055,
#2007.060,
#2007.061,
#2007.063,
#2007.069,
#2010.006,
#2016.010,
#1994.225,
#1996.023,
#1996.032,
#1996.034,
#1996.037,
#1996.064,
#1997.098,
#1997.109,
#1997.110a,
#1997.110b,
#1997.110c,
#1997.110d,
#1997.110e,
#1999.005,
#1979.0960,
#1979.0984P,
#1979.0986P,
#1979.0989P,
#1979.0995P,
#1979.0996P,
#1979.0998P,
#1979.0999P,
#1979.1008P,
#1979.1029P,
#1979.1039P,
#1979.1041P,
#1979.1042P,
#1979.1050P,
#1979.1051P,
#1979.1052P,
#1979.1053P,
#1979.1060P,
#1979.1064P,
#1979.1067P,
#1979.1069P,
#1979.1070P,
#1979.1071P,
#1979.1073P,
#1979.1076P,
#1979.1078P,
#1979.1079P,
#1979.1080P,
#1979.1081P,
#1979.1082P,
#1979.1083P,
#1979.1084P,
#1979.1085P,
#1979.1087P,
#1979.1090P,
#1979.1095P,
#1979.1097P,
#1979.1100P,
#1979.1101P,
#1979.1102P,
#1979.1103P,
#1979.1111P,
#1979.1112P,
#1979.1113P,
#1979.1203P,
#1979.1204P,
#1979.1206P,
#1979.1207P,
#1979.1208P,
#1979.1210P,
#1979.1245P,
#1984.047,
#1985.020,
#1985.023,
#1986.023,
#1986.024,
#1986.076,
#1988.072,
#1989.035,
#1992.005,
#1992.150,
#1992.261,
#1971.031,
#1971.034,
#1972.077,
#1975.039,
#1975.047,
#1976.018,
#1979.0106,
#1979.0107,
#1979.0108,
#1979.0109,
#1979.0110,
#1979.0111,
#1979.0112,
#1979.0113,
#1979.0114,
#1979.0116,
#1979.0117,
#1979.0118,
#1979.0119,
#1979.0120,
#1979.0129,
#1979.0137,
#1979.0145,
#1979.0159,
#1979.0160,
#1979.0169,
#1979.0170,
#1979.0172,
#1979.0186P,
#1979.0213P,
#1979.0231P,
#1979.0235P,
#1979.0238P,
#1979.0243P,
#1979.0250P,
#1979.0273P,
#1979.0274P,
#1979.0275P,
#1979.0279P,
#1979.0281P,
#1979.0283P,
#1979.0284P,
#1979.0285P,
#1979.0286P,
#1979.0287P,
#1979.0289P,
#1979.0290P,
#1979.0292P,
#1979.0295P,
#1979.0298P,
#1979.0299P,
#1979.0300P,
#1979.0301P,
#1979.0304P,
#1979.0305P,
#1979.0306P,
#1979.0307P,
#1979.0308P,
#1979.0310P,
#1979.0313P,
#1979.0314P,
#1979.0315P,
#1979.0316P,
#1979.0317P,
#1979.0318P,
#1979.0319P,
#1979.0321P,
#1979.0322P,
#1979.0323P,
#1979.0327P,
#1979.0328P,
#1979.0343P,
#1979.0344P,
#1979.0345P,
#1979.0396P,
#1979.0397P,
#1979.0398P,
#1979.0399P,
#1979.0400P,
#1979.0401P,
#1979.0402P,
#1979.0403P,
#1979.0405P,
#1979.0407P ,
#1979.0420P,
#1979.0427P,
#1979.0428P,
#1979.0430P,
#1979.0436P,
#1979.0437P,
#1979.0448P,
#1979.0453P,
#1979.0455P,
#1979.0457P,
#1979.0466P,
#1979.0485P,
#1979.0488P,
#1979.0489P,
#1979.0491P,
#1979.0492P,
#1979.0493P,
#1979.0494P,
#1979.0495P,
#1979.0497P,
#1979.0519P,
#1979.0520P,
#1979.0527P,
#1979.0528P,
#1979.0538P,
#1979.0541P,
#1979.0542P,
#1979.0543P,
#1979.0544P,
#1979.0545P,
#1979.0546P,
#1979.0548P,
#1979.0549P,
#1979.0550P,
#1979.0551P,
#1979.0553,
#1979.0554P,
#1979.0555P,
#1979.0556P,
#1979.0557P,
#1979.0558P,
#1979.0559P,
#1979.0560P,
#1979.0562P,
#1979.0563P,
#1979.0565P,
#1979.0568P,
#1979.0569P,
#1979.0570P,
#1979.0571P,
#1979.0572P,
#1979.0573P,
#1979.0574P,
#1979.0575P,
#1979.0577P,
#1979.0578P,
#1979.0579P,
#1979.0580P,
#1979.0581P,
#1979.0582P,
#1979.0583P,
#1979.0584P,
#1979.0585P,
#1979.0586P,
#1979.0587P,
#1979.0588P,
#1979.0589P,
#1979.0590P,
#1979.0591P,
#1979.0592P,
#1979.0593P,
#1979.0594P,
#1979.0598P,
#1979.0609P,
#1979.0610P,
#1979.0613P,
#1979.0614P,
#1979.0615P,
#1979.0617P,
#1979.0618P,
#1979.0619P,
#1979.0621P,
#1979.0622P,
#1979.0623P,
#1979.0644P,
#1979.0663P,
#1979.0673P,
#1979.0675P,
#1979.0716P,
#1979.0729P,
#1979.0732P,
#1979.0742P,
#1979.0745P,
#1979.0758P,
#1979.0759P,
#1979.0766P,
#1979.0770P,
#1979.0814P,
#1979.0815P,
#1979.0817P,
#1979.0818P,
#1979.0819P,
#1979.0822P,
#1979.0881P,
#1979.0882P,
